gene_id,lascID,geneName,tx_id,tx_name,nexon,tx_len
maker-000108F-est_gff_StringTie-gene-14.0,LASC009606,pino,19750,maker-000108F-est_gff_StringTie-gene-14.0-mRNA-6,4,1168
maker-000108F-est_gff_StringTie-gene-14.0,LASC009606,pino,19751,maker-000108F-est_gff_StringTie-gene-14.0-mRNA-1,5,1439
maker-000108F-est_gff_StringTie-gene-14.0,LASC009606,pino,19752,maker-000108F-est_gff_StringTie-gene-14.0-mRNA-5,4,1347
maker-000108F-est_gff_StringTie-gene-14.0,LASC009606,pino,19753,maker-000108F-est_gff_StringTie-gene-14.0-mRNA-3,4,1779
maker-000108F-exonerate_protein2genome-gene-14.2,LASC009607,adhfe1_agap006646_aael003729,19827,maker-000108F-exonerate_protein2genome-gene-14.2-mRNA-3,9,1292
maker-000108F-exonerate_protein2genome-gene-14.2,LASC009607,adhfe1_agap006646_aael003729,19828,maker-000108F-exonerate_protein2genome-gene-14.2-mRNA-1,14,1761
maker-000108F-exonerate_protein2genome-gene-14.2,LASC009607,adhfe1_agap006646_aael003729,19829,maker-000108F-exonerate_protein2genome-gene-14.2-mRNA-2,14,1761
maker-000108F-augustus-gene-15.1,LASC009608,dcxr_3,19830,maker-000108F-augustus-gene-15.1-mRNA-3,7,1077
maker-000108F-augustus-gene-15.1,LASC009608,dcxr_3,19831,maker-000108F-augustus-gene-15.1-mRNA-1,13,1825
maker-000108F-augustus-gene-15.1,LASC009608,dcxr_3,19832,maker-000108F-augustus-gene-15.1-mRNA-2,7,1129
maker-000108F-est_gff_StringTie-gene-16.1,LASC009609,dscam_dscam2_2,19754,maker-000108F-est_gff_StringTie-gene-16.1-mRNA-2,14,10638
maker-000108F-est_gff_StringTie-gene-16.1,LASC009609,dscam_dscam2_2,19755,maker-000108F-est_gff_StringTie-gene-16.1-mRNA-3,9,1773
maker-000108F-est_gff_StringTie-gene-16.1,LASC009609,dscam_dscam2_2,19756,maker-000108F-est_gff_StringTie-gene-16.1-mRNA-1,14,10909
maker-000108F-est_gff_StringTie-gene-15.4,LASC009610,LASC009610,19833,maker-000108F-est_gff_StringTie-gene-15.4-mRNA-1,2,215
maker-000108F-est_gff_StringTie-gene-16.2,LASC009611,znf710,19834,maker-000108F-est_gff_StringTie-gene-16.2-mRNA-2,19,8977
maker-000108F-est_gff_StringTie-gene-16.2,LASC009611,znf710,19835,maker-000108F-est_gff_StringTie-gene-16.2-mRNA-3,19,8269
maker-000108F-est_gff_StringTie-gene-16.2,LASC009611,znf710,19836,maker-000108F-est_gff_StringTie-gene-16.2-mRNA-4,18,8116
maker-000108F-est_gff_StringTie-gene-16.2,LASC009611,znf710,19837,maker-000108F-est_gff_StringTie-gene-16.2-mRNA-1,30,9617
augustus_masked-000108F-processed-gene-16.11,LASC009612,efhc1_2,19838,augustus_masked-000108F-processed-gene-16.11-mRNA-1,13,2898
augustus_masked-000108F-processed-gene-17.0,LASC009613,prdm4,19757,augustus_masked-000108F-processed-gene-17.0-mRNA-1,4,2292
maker-000108F-est_gff_StringTie-gene-17.3,LASC009614,ints10,19758,maker-000108F-est_gff_StringTie-gene-17.3-mRNA-2,3,4049
maker-000108F-est_gff_StringTie-gene-17.3,LASC009614,ints10,19759,maker-000108F-est_gff_StringTie-gene-17.3-mRNA-3,3,4026
maker-000108F-est_gff_StringTie-gene-17.3,LASC009614,ints10,19760,maker-000108F-est_gff_StringTie-gene-17.3-mRNA-1,3,4317
maker-000108F-exonerate_protein2genome-gene-17.0,LASC009615,ppp1r8,19761,maker-000108F-exonerate_protein2genome-gene-17.0-mRNA-1,8,3242
evm-000108F-processed-gene-17.8,LASC009616,ighmbp2,19839,evm-000108F-processed-gene-17.8-mRNA-1,9,8505
maker-000108F-exonerate_protein2genome-gene-17.1,LASC009617,ndufs8,19762,maker-000108F-exonerate_protein2genome-gene-17.1-mRNA-2,5,739
maker-000108F-exonerate_protein2genome-gene-17.1,LASC009617,ndufs8,19763,maker-000108F-exonerate_protein2genome-gene-17.1-mRNA-1,6,799
maker-000108F-exonerate_protein2genome-gene-17.1,LASC009617,ndufs8,19764,maker-000108F-exonerate_protein2genome-gene-17.1-mRNA-3,3,555
maker-000108F-est_gff_StringTie-gene-20.1,LASC009618,LASC009618,19765,maker-000108F-est_gff_StringTie-gene-20.1-mRNA-1,15,9894
maker-000108F-est_gff_StringTie-gene-20.1,LASC009618,LASC009618,19766,maker-000108F-est_gff_StringTie-gene-20.1-mRNA-3,14,9672
maker-000108F-est_gff_StringTie-gene-20.1,LASC009618,LASC009618,19767,maker-000108F-est_gff_StringTie-gene-20.1-mRNA-2,15,9314
maker-000108F-est_gff_StringTie-gene-20.1,LASC009618,LASC009618,19768,maker-000108F-est_gff_StringTie-gene-20.1-mRNA-4,14,9092
maker-000108F-exonerate_protein2genome-gene-20.0,LASC009619,cg3527,19840,maker-000108F-exonerate_protein2genome-gene-20.0-mRNA-1,7,988
maker-000108F-exonerate_protein2genome-gene-20.0,LASC009619,cg3527,19841,maker-000108F-exonerate_protein2genome-gene-20.0-mRNA-2,6,825
maker-000108F-est_gff_StringTie-gene-21.6,LASC009620,auts2_pf14,19842,maker-000108F-est_gff_StringTie-gene-21.6-mRNA-2,19,5686
maker-000108F-est_gff_StringTie-gene-21.6,LASC009620,auts2_pf14,19843,maker-000108F-est_gff_StringTie-gene-21.6-mRNA-1,19,6050
maker-000108F-est_gff_StringTie-gene-21.6,LASC009620,auts2_pf14,19844,maker-000108F-est_gff_StringTie-gene-21.6-mRNA-3,18,5963
maker-000108F-est_gff_StringTie-gene-21.6,LASC009620,auts2_pf14,19845,maker-000108F-est_gff_StringTie-gene-21.6-mRNA-4,17,5903
maker-000108F-est_gff_StringTie-gene-21.6,LASC009620,auts2_pf14,19846,maker-000108F-est_gff_StringTie-gene-21.6-mRNA-5,15,5711
maker-000108F-est_gff_StringTie-gene-21.6,LASC009620,auts2_pf14,19847,maker-000108F-est_gff_StringTie-gene-21.6-mRNA-6,15,3372
maker-000108F-est_gff_StringTie-gene-22.12,LASC009621,pipox_3,19769,maker-000108F-est_gff_StringTie-gene-22.12-mRNA-2,8,1944
maker-000108F-est_gff_StringTie-gene-22.12,LASC009621,pipox_3,19770,maker-000108F-est_gff_StringTie-gene-22.12-mRNA-1,9,1810
maker-000108F-est_gff_StringTie-gene-22.12,LASC009621,pipox_3,19771,maker-000108F-est_gff_StringTie-gene-22.12-mRNA-3,8,1919
maker-000108F-est_gff_StringTie-gene-22.12,LASC009621,pipox_3,19772,maker-000108F-est_gff_StringTie-gene-22.12-mRNA-4,6,1547
maker-000108F-est_gff_StringTie-gene-22.13,LASC009622,LASC009622,19848,maker-000108F-est_gff_StringTie-gene-22.13-mRNA-1,3,460
maker-000108F-exonerate_protein2genome-gene-23.2,LASC009623,shpk,19773,maker-000108F-exonerate_protein2genome-gene-23.2-mRNA-1,6,5732
maker-000108F-est_gff_StringTie-gene-23.1,LASC009624,ect4_4,19849,maker-000108F-est_gff_StringTie-gene-23.1-mRNA-1,3,2978
maker-000378F-est_gff_StringTie-gene-0.0,LASC019337,LASC019337,39713,maker-000378F-est_gff_StringTie-gene-0.0-mRNA-1,2,257
maker-000378F-est_gff_StringTie-gene-1.0,LASC019338,aebp2_2,39714,maker-000378F-est_gff_StringTie-gene-1.0-mRNA-2,6,7645
maker-000378F-est_gff_StringTie-gene-1.0,LASC019338,aebp2_2,39715,maker-000378F-est_gff_StringTie-gene-1.0-mRNA-1,6,7689
maker-000378F-est_gff_StringTie-gene-1.0,LASC019338,aebp2_2,39716,maker-000378F-est_gff_StringTie-gene-1.0-mRNA-3,6,7508
maker-000378F-est_gff_StringTie-gene-1.0,LASC019338,aebp2_2,39717,maker-000378F-est_gff_StringTie-gene-1.0-mRNA-5,4,6296
maker-000378F-est_gff_StringTie-gene-1.0,LASC019338,aebp2_2,39718,maker-000378F-est_gff_StringTie-gene-1.0-mRNA-4,4,6395
maker-000378F-exonerate_protein2genome-gene-3.0,LASC019339,ascl1_2,39748,maker-000378F-exonerate_protein2genome-gene-3.0-mRNA-1,2,513
maker-000378F-exonerate_protein2genome-gene-3.0,LASC019339,ascl1_2,39749,maker-000378F-exonerate_protein2genome-gene-3.0-mRNA-2,1,537
maker-000378F-est_gff_StringTie-gene-4.1,LASC019340,LASC019340,39719,maker-000378F-est_gff_StringTie-gene-4.1-mRNA-2,2,305
maker-000378F-est_gff_StringTie-gene-4.1,LASC019340,LASC019340,39720,maker-000378F-est_gff_StringTie-gene-4.1-mRNA-1,4,459
maker-000378F-est_gff_StringTie-gene-4.2,LASC019341,ins_5,39721,maker-000378F-est_gff_StringTie-gene-4.2-mRNA-1,3,4733
maker-000378F-est_gff_StringTie-gene-4.2,LASC019341,ins_5,39722,maker-000378F-est_gff_StringTie-gene-4.2-mRNA-2,3,4667
maker-000378F-est_gff_StringTie-gene-4.3,LASC019342,ins_4,39723,maker-000378F-est_gff_StringTie-gene-4.3-mRNA-1,3,607
maker-000378F-est_gff_StringTie-gene-5.0,LASC019343,LASC019343,39724,maker-000378F-est_gff_StringTie-gene-5.0-mRNA-1,3,959
maker-000378F-est_gff_StringTie-gene-5.1,LASC019344,LASC019344,39725,maker-000378F-est_gff_StringTie-gene-5.1-mRNA-1,5,1722
maker-000378F-est_gff_StringTie-gene-5.4,LASC019345,pxd_pxt_2,39750,maker-000378F-est_gff_StringTie-gene-5.4-mRNA-1,14,2598
maker-000378F-est_gff_StringTie-gene-5.4,LASC019345,pxd_pxt_2,39751,maker-000378F-est_gff_StringTie-gene-5.4-mRNA-2,13,2241
maker-000378F-augustus-gene-5.6,LASC019346,pxd_pxt_3,39726,maker-000378F-augustus-gene-5.6-mRNA-9,10,1389
maker-000378F-augustus-gene-5.6,LASC019346,pxd_pxt_3,39727,maker-000378F-augustus-gene-5.6-mRNA-7,13,1982
maker-000378F-augustus-gene-5.6,LASC019346,pxd_pxt_3,39728,maker-000378F-augustus-gene-5.6-mRNA-1,15,2412
maker-000378F-augustus-gene-5.6,LASC019346,pxd_pxt_3,39729,maker-000378F-augustus-gene-5.6-mRNA-2,14,2322
maker-000378F-augustus-gene-5.6,LASC019346,pxd_pxt_3,39730,maker-000378F-augustus-gene-5.6-mRNA-3,14,2295
maker-000378F-augustus-gene-5.6,LASC019346,pxd_pxt_3,39731,maker-000378F-augustus-gene-5.6-mRNA-4,13,2352
maker-000378F-augustus-gene-5.6,LASC019346,pxd_pxt_3,39732,maker-000378F-augustus-gene-5.6-mRNA-5,13,2270
maker-000378F-augustus-gene-5.6,LASC019346,pxd_pxt_3,39733,maker-000378F-augustus-gene-5.6-mRNA-6,13,2200
maker-000378F-augustus-gene-5.6,LASC019346,pxd_pxt_3,39734,maker-000378F-augustus-gene-5.6-mRNA-8,12,2148
maker-000378F-augustus-gene-5.6,LASC019346,pxd_pxt_3,39735,maker-000378F-augustus-gene-5.6-mRNA-10,6,2067
maker-000378F-est_gff_StringTie-gene-5.3,LASC019347,lztfl1,39736,maker-000378F-est_gff_StringTie-gene-5.3-mRNA-1,10,1499
maker-000378F-est_gff_StringTie-gene-5.3,LASC019347,lztfl1,39737,maker-000378F-est_gff_StringTie-gene-5.3-mRNA-2,9,1427
maker-000378F-est_gff_StringTie-gene-5.3,LASC019347,lztfl1,39738,maker-000378F-est_gff_StringTie-gene-5.3-mRNA-3,7,1740
maker-000378F-est_gff_StringTie-gene-5.3,LASC019347,lztfl1,39739,maker-000378F-est_gff_StringTie-gene-5.3-mRNA-4,3,836
maker-000378F-est_gff_StringTie-gene-6.219,LASC019348,mrps18c,39752,maker-000378F-est_gff_StringTie-gene-6.219-mRNA-2,4,654
maker-000378F-est_gff_StringTie-gene-6.219,LASC019348,mrps18c,39753,maker-000378F-est_gff_StringTie-gene-6.219-mRNA-1,4,728
maker-000378F-est_gff_StringTie-gene-6.216,LASC019349,LASC019349,39740,maker-000378F-est_gff_StringTie-gene-6.216-mRNA-1,2,875
maker-000378F-est_gff_StringTie-gene-6.217,LASC019350,zfat,39741,maker-000378F-est_gff_StringTie-gene-6.217-mRNA-1,11,2898
maker-000378F-est_gff_StringTie-gene-6.217,LASC019350,zfat,39742,maker-000378F-est_gff_StringTie-gene-6.217-mRNA-2,11,2870
maker-000378F-est_gff_StringTie-gene-6.217,LASC019350,zfat,39743,maker-000378F-est_gff_StringTie-gene-6.217-mRNA-3,4,2798
evm-000378F-processed-gene-6.219,LASC019351,LASC019351,39754,evm-000378F-processed-gene-6.219-mRNA-1,5,4579
maker-000378F-est_gff_StringTie-gene-6.218,LASC019352,relch,39744,maker-000378F-est_gff_StringTie-gene-6.218-mRNA-3,8,1366
maker-000378F-est_gff_StringTie-gene-6.218,LASC019352,relch,39745,maker-000378F-est_gff_StringTie-gene-6.218-mRNA-1,25,9264
maker-000378F-est_gff_StringTie-gene-6.218,LASC019352,relch,39746,maker-000378F-est_gff_StringTie-gene-6.218-mRNA-2,24,9240
augustus_masked-000378F-processed-gene-6.232,LASC019353,spop_66,39755,augustus_masked-000378F-processed-gene-6.232-mRNA-1,1,1527
augustus_masked-000378F-processed-gene-6.234,LASC019354,LASC019354,39756,augustus_masked-000378F-processed-gene-6.234-mRNA-1,1,1035
augustus_masked-000378F-processed-gene-6.227,LASC019355,LASC019355,39747,augustus_masked-000378F-processed-gene-6.227-mRNA-1,1,894
maker-000567F-est_gff_StringTie-gene-0.0,LASC021940,arv1,45267,maker-000567F-est_gff_StringTie-gene-0.0-mRNA-3,6,912
maker-000567F-est_gff_StringTie-gene-0.0,LASC021940,arv1,45268,maker-000567F-est_gff_StringTie-gene-0.0-mRNA-4,6,882
maker-000567F-est_gff_StringTie-gene-0.0,LASC021940,arv1,45269,maker-000567F-est_gff_StringTie-gene-0.0-mRNA-1,7,1161
maker-000567F-est_gff_StringTie-gene-0.0,LASC021940,arv1,45270,maker-000567F-est_gff_StringTie-gene-0.0-mRNA-2,6,1086
maker-000567F-est_gff_StringTie-gene-0.0,LASC021940,arv1,45271,maker-000567F-est_gff_StringTie-gene-0.0-mRNA-5,6,827
evm-000567F-processed-gene-1.2,LASC021941,cyp4c1_6,45265,evm-000567F-processed-gene-1.2-mRNA-1,21,3171
maker-000567F-est_gff_StringTie-gene-1.5,LASC021942,slf1_2,45272,maker-000567F-est_gff_StringTie-gene-1.5-mRNA-1,12,5194
evm-000567F-processed-gene-1.1,LASC021943,not2,45266,evm-000567F-processed-gene-1.1-mRNA-1,2,2511
maker-001285F-est_gff_StringTie-gene-0.0,LASC022803,dscam2_21,46863,maker-001285F-est_gff_StringTie-gene-0.0-mRNA-1,8,1263
maker-000560F-exonerate_protein2genome-gene-1.4,LASC021879,znf816_znf729,45110,maker-000560F-exonerate_protein2genome-gene-1.4-mRNA-3,1,5283
maker-000560F-exonerate_protein2genome-gene-1.4,LASC021879,znf816_znf729,45111,maker-000560F-exonerate_protein2genome-gene-1.4-mRNA-1,4,453
maker-000560F-exonerate_protein2genome-gene-1.4,LASC021879,znf816_znf729,45112,maker-000560F-exonerate_protein2genome-gene-1.4-mRNA-2,2,675
maker-000560F-exonerate_protein2genome-gene-1.4,LASC021879,znf816_znf729,45113,maker-000560F-exonerate_protein2genome-gene-1.4-mRNA-4,1,63
maker-000560F-exonerate_protein2genome-gene-1.4,LASC021879,znf816_znf729,45114,maker-000560F-exonerate_protein2genome-gene-1.4-mRNA-5,1,6
maker-000560F-exonerate_protein2genome-gene-1.4,LASC021879,znf816_znf729,45115,maker-000560F-exonerate_protein2genome-gene-1.4-mRNA-6,1,6
evm-000560F-processed-gene-1.0,LASC021880,cobll1_2,45116,evm-000560F-processed-gene-1.0-mRNA-1,9,4525
augustus_masked-000560F-processed-gene-1.6,LASC021881,LASC021881,45117,augustus_masked-000560F-processed-gene-1.6-mRNA-1,4,1194
evm-000560F-processed-gene-1.2,LASC021882,cg32669_8,45121,evm-000560F-processed-gene-1.2-mRNA-1,14,2404
augustus_masked-000560F-processed-gene-1.7,LASC021883,casp9,45118,augustus_masked-000560F-processed-gene-1.7-mRNA-1,1,1092
augustus_masked-000560F-processed-gene-1.8,LASC021884,LASC021884,45119,augustus_masked-000560F-processed-gene-1.8-mRNA-1,1,1845
maker-000560F-est_gff_StringTie-gene-1.2,LASC021885,LASC021885,45120,maker-000560F-est_gff_StringTie-gene-1.2-mRNA-1,2,3513
maker-000416F-exonerate_protein2genome-gene-1.3,LASC020041,mrpl15,41339,maker-000416F-exonerate_protein2genome-gene-1.3-mRNA-1,6,1138
maker-000416F-exonerate_protein2genome-gene-2.4,LASC020042,gnpda2,41333,maker-000416F-exonerate_protein2genome-gene-2.4-mRNA-1,6,3615
maker-000416F-est_gff_StringTie-gene-2.1,LASC020043,flt4,41340,maker-000416F-est_gff_StringTie-gene-2.1-mRNA-1,23,5855
maker-000416F-est_gff_StringTie-gene-2.1,LASC020043,flt4,41341,maker-000416F-est_gff_StringTie-gene-2.1-mRNA-2,22,5656
maker-000416F-est_gff_StringTie-gene-2.2,LASC020044,LASC020044,41342,maker-000416F-est_gff_StringTie-gene-2.2-mRNA-1,2,231
maker-000416F-augustus-gene-2.1,LASC020045,LASC020045,41334,maker-000416F-augustus-gene-2.1-mRNA-1,9,4501
maker-000416F-augustus-gene-2.1,LASC020045,LASC020045,41335,maker-000416F-augustus-gene-2.1-mRNA-2,8,4431
maker-000416F-est_gff_StringTie-gene-2.3,LASC020046,ost-1,41343,maker-000416F-est_gff_StringTie-gene-2.3-mRNA-1,8,4921
maker-000416F-est_gff_StringTie-gene-3.0,LASC020047,spi,41344,maker-000416F-est_gff_StringTie-gene-3.0-mRNA-1,7,5785
maker-000416F-est_gff_StringTie-gene-3.0,LASC020047,spi,41345,maker-000416F-est_gff_StringTie-gene-3.0-mRNA-2,7,5511
evm-000416F-processed-gene-4.10,LASC020048,anapc15,41346,evm-000416F-processed-gene-4.10-mRNA-1,4,2435
evm-000416F-processed-gene-5.18,LASC020049,LASC020049,41336,evm-000416F-processed-gene-5.18-mRNA-1,9,3679
maker-000416F-augustus-gene-5.1,LASC020050,LASC020050,41337,maker-000416F-augustus-gene-5.1-mRNA-1,3,1738
maker-000416F-est_gff_StringTie-gene-5.2,LASC020051,LASC020051,41338,maker-000416F-est_gff_StringTie-gene-5.2-mRNA-1,4,273
maker-000416F-est_gff_StringTie-gene-5.3,LASC020052,LASC020052,41347,maker-000416F-est_gff_StringTie-gene-5.3-mRNA-1,4,565
maker-000416F-exonerate_protein2genome-gene-5.0,LASC020053,alkbh2_94,41348,maker-000416F-exonerate_protein2genome-gene-5.0-mRNA-1,1,588
maker-000303F-est_gff_StringTie-gene-0.1,LASC017528,pnlip_9,35991,maker-000303F-est_gff_StringTie-gene-0.1-mRNA-1,8,1376
maker-000303F-est_gff_StringTie-gene-1.1,LASC017529,pnliprp3_pnlip,35992,maker-000303F-est_gff_StringTie-gene-1.1-mRNA-4,7,2007
maker-000303F-est_gff_StringTie-gene-1.1,LASC017529,pnliprp3_pnlip,35993,maker-000303F-est_gff_StringTie-gene-1.1-mRNA-3,7,2204
maker-000303F-est_gff_StringTie-gene-1.1,LASC017529,pnliprp3_pnlip,35994,maker-000303F-est_gff_StringTie-gene-1.1-mRNA-1,9,1937
maker-000303F-est_gff_StringTie-gene-1.1,LASC017529,pnliprp3_pnlip,35995,maker-000303F-est_gff_StringTie-gene-1.1-mRNA-2,7,6373
maker-000303F-est_gff_StringTie-gene-1.2,LASC017530,pnlip_6,35996,maker-000303F-est_gff_StringTie-gene-1.2-mRNA-1,7,1508
evm-000303F-processed-gene-1.2,LASC017531,rpl13a,35967,evm-000303F-processed-gene-1.2-mRNA-1,6,898
maker-000303F-est_gff_StringTie-gene-2.2,LASC017532,LASC017532,35997,maker-000303F-est_gff_StringTie-gene-2.2-mRNA-1,10,913
maker-000303F-est_gff_StringTie-gene-2.2,LASC017532,LASC017532,35998,maker-000303F-est_gff_StringTie-gene-2.2-mRNA-2,9,892
maker-000303F-est_gff_StringTie-gene-2.2,LASC017532,LASC017532,35999,maker-000303F-est_gff_StringTie-gene-2.2-mRNA-3,7,736
maker-000303F-est_gff_StringTie-gene-2.3,LASC017533,LASC017533,36000,maker-000303F-est_gff_StringTie-gene-2.3-mRNA-1,2,336
maker-000303F-exonerate_protein2genome-gene-2.0,LASC017534,dmrta2,35968,maker-000303F-exonerate_protein2genome-gene-2.0-mRNA-1,1,591
maker-000303F-est_gff_StringTie-gene-2.1,LASC017535,dmrta2_2,35969,maker-000303F-est_gff_StringTie-gene-2.1-mRNA-1,2,573
maker-000303F-est_gff_StringTie-gene-3.1,LASC017536,atf7ip,35970,maker-000303F-est_gff_StringTie-gene-3.1-mRNA-2,12,1641
maker-000303F-est_gff_StringTie-gene-3.1,LASC017536,atf7ip,35971,maker-000303F-est_gff_StringTie-gene-3.1-mRNA-1,13,1643
maker-000303F-est_gff_StringTie-gene-3.1,LASC017536,atf7ip,35972,maker-000303F-est_gff_StringTie-gene-3.1-mRNA-3,12,1607
maker-000303F-augustus-gene-3.7,LASC017537,lhx9,36001,maker-000303F-augustus-gene-3.7-mRNA-1,6,1197
maker-000303F-exonerate_protein2genome-gene-4.0,LASC017538,alkbh2_85,35973,maker-000303F-exonerate_protein2genome-gene-4.0-mRNA-1,1,588
maker-000303F-exonerate_protein2genome-gene-4.1,LASC017539,alkbh2_198,36002,maker-000303F-exonerate_protein2genome-gene-4.1-mRNA-1,1,588
evm-000303F-processed-gene-5.14,LASC017540,dennd1a,36003,evm-000303F-processed-gene-5.14-mRNA-1,22,6525
maker-000303F-est_gff_StringTie-gene-5.0,LASC017541,gapvd1,35974,maker-000303F-est_gff_StringTie-gene-5.0-mRNA-1,26,9171
maker-000303F-est_gff_StringTie-gene-5.0,LASC017541,gapvd1,35975,maker-000303F-est_gff_StringTie-gene-5.0-mRNA-2,25,12077
maker-000303F-est_gff_StringTie-gene-5.0,LASC017541,gapvd1,35976,maker-000303F-est_gff_StringTie-gene-5.0-mRNA-3,25,12064
maker-000303F-est_gff_StringTie-gene-5.0,LASC017541,gapvd1,35977,maker-000303F-est_gff_StringTie-gene-5.0-mRNA-4,25,11906
maker-000303F-est_gff_StringTie-gene-5.0,LASC017541,gapvd1,35978,maker-000303F-est_gff_StringTie-gene-5.0-mRNA-5,20,10475
maker-000303F-est_gff_StringTie-gene-5.0,LASC017541,gapvd1,35979,maker-000303F-est_gff_StringTie-gene-5.0-mRNA-6,13,6386
maker-000303F-est_gff_StringTie-gene-5.0,LASC017541,gapvd1,35980,maker-000303F-est_gff_StringTie-gene-5.0-mRNA-7,12,9292
maker-000303F-est_gff_StringTie-gene-5.0,LASC017541,gapvd1,35981,maker-000303F-est_gff_StringTie-gene-5.0-mRNA-8,12,9292
maker-000303F-est_gff_StringTie-gene-5.2,LASC017542,LASC017542,36004,maker-000303F-est_gff_StringTie-gene-5.2-mRNA-1,2,2624
maker-000303F-est_gff_StringTie-gene-6.1,LASC017543,gabbr1,35982,maker-000303F-est_gff_StringTie-gene-6.1-mRNA-2,12,2394
maker-000303F-est_gff_StringTie-gene-6.1,LASC017543,gabbr1,35983,maker-000303F-est_gff_StringTie-gene-6.1-mRNA-1,17,6083
maker-000303F-est_gff_StringTie-gene-6.1,LASC017543,gabbr1,35984,maker-000303F-est_gff_StringTie-gene-6.1-mRNA-3,11,2203
maker-000303F-est_gff_StringTie-gene-6.1,LASC017543,gabbr1,35985,maker-000303F-est_gff_StringTie-gene-6.1-mRNA-4,8,4844
evm-000303F-processed-gene-6.18,LASC017544,cherp,36005,evm-000303F-processed-gene-6.18-mRNA-1,20,2798
augustus_masked-000303F-processed-gene-6.15,LASC017545,znf169,36006,augustus_masked-000303F-processed-gene-6.15-mRNA-1,1,1614
maker-000303F-est_gff_StringTie-gene-6.4,LASC017546,LASC017546,36007,maker-000303F-est_gff_StringTie-gene-6.4-mRNA-1,3,482
maker-000303F-est_gff_StringTie-gene-6.4,LASC017546,LASC017546,36008,maker-000303F-est_gff_StringTie-gene-6.4-mRNA-2,2,404
maker-000303F-est_gff_StringTie-gene-6.4,LASC017546,LASC017546,36009,maker-000303F-est_gff_StringTie-gene-6.4-mRNA-3,2,385
maker-000303F-est_gff_StringTie-gene-8.0,LASC017547,lgc-4_chrna1,36010,maker-000303F-est_gff_StringTie-gene-8.0-mRNA-3,10,3925
maker-000303F-est_gff_StringTie-gene-8.0,LASC017547,lgc-4_chrna1,36011,maker-000303F-est_gff_StringTie-gene-8.0-mRNA-2,10,4057
maker-000303F-est_gff_StringTie-gene-8.0,LASC017547,lgc-4_chrna1,36012,maker-000303F-est_gff_StringTie-gene-8.0-mRNA-1,10,4238
maker-000303F-est_gff_StringTie-gene-8.0,LASC017547,lgc-4_chrna1,36013,maker-000303F-est_gff_StringTie-gene-8.0-mRNA-4,6,1196
augustus_masked-000303F-processed-gene-8.10,LASC017548,LASC017548,36014,augustus_masked-000303F-processed-gene-8.10-mRNA-1,3,354
maker-000303F-est_gff_StringTie-gene-9.4,LASC017549,ddx31,36015,maker-000303F-est_gff_StringTie-gene-9.4-mRNA-1,18,2119
maker-000303F-est_gff_StringTie-gene-9.4,LASC017549,ddx31,36016,maker-000303F-est_gff_StringTie-gene-9.4-mRNA-3,16,2020
maker-000303F-est_gff_StringTie-gene-9.4,LASC017549,ddx31,36017,maker-000303F-est_gff_StringTie-gene-9.4-mRNA-2,17,2106
maker-000303F-est_gff_StringTie-gene-9.0,LASC017550,LASC017550,35986,maker-000303F-est_gff_StringTie-gene-9.0-mRNA-1,3,610
maker-000303F-est_gff_StringTie-gene-9.1,LASC017551,LASC017551,35987,maker-000303F-est_gff_StringTie-gene-9.1-mRNA-1,3,509
maker-000303F-est_gff_StringTie-gene-9.5,LASC017552,LASC017552,36018,maker-000303F-est_gff_StringTie-gene-9.5-mRNA-1,6,975
maker-000303F-est_gff_StringTie-gene-9.5,LASC017552,LASC017552,36019,maker-000303F-est_gff_StringTie-gene-9.5-mRNA-3,4,348
maker-000303F-est_gff_StringTie-gene-9.5,LASC017552,LASC017552,36020,maker-000303F-est_gff_StringTie-gene-9.5-mRNA-2,4,375
maker-000303F-est_gff_StringTie-gene-9.2,LASC017553,dynlt1_3,35988,maker-000303F-est_gff_StringTie-gene-9.2-mRNA-1,5,349
maker-000303F-est_gff_StringTie-gene-9.6,LASC017554,unc93a_5,36021,maker-000303F-est_gff_StringTie-gene-9.6-mRNA-1,4,3848
maker-000303F-est_gff_StringTie-gene-9.6,LASC017554,unc93a_5,36022,maker-000303F-est_gff_StringTie-gene-9.6-mRNA-2,3,2305
maker-000303F-est_gff_StringTie-gene-9.3,LASC017555,cg4928,35989,maker-000303F-est_gff_StringTie-gene-9.3-mRNA-1,4,2098
maker-000303F-est_gff_StringTie-gene-9.3,LASC017555,cg4928,35990,maker-000303F-est_gff_StringTie-gene-9.3-mRNA-2,4,1926
augustus_masked-000303F-processed-gene-9.33,LASC017556,cg4928_6,36023,augustus_masked-000303F-processed-gene-9.33-mRNA-1,8,3603
maker-000303F-est_gff_StringTie-gene-9.9,LASC017557,unc93a,36024,maker-000303F-est_gff_StringTie-gene-9.9-mRNA-1,4,2053
maker-000303F-est_gff_StringTie-gene-9.9,LASC017557,unc93a,36025,maker-000303F-est_gff_StringTie-gene-9.9-mRNA-2,3,1793
maker-000303F-est_gff_StringTie-gene-9.10,LASC017558,cg4928_4,36026,maker-000303F-est_gff_StringTie-gene-9.10-mRNA-1,3,1026
augustus_masked-000438F-processed-gene-0.1,LASC020381,ham_2,41990,augustus_masked-000438F-processed-gene-0.1-mRNA-1,1,783
evm-000438F-processed-gene-1.8,LASC020382,faah2_3,41991,evm-000438F-processed-gene-1.8-mRNA-1,8,2967
